activity,time,playing
Dancing,390.0,4.505474538703493e-06
Dancing,395.0,4.505474538703493e-06
Dancing,400.0,4.505474538703493e-06
Dancing,405.0,4.505474538703493e-06
Dancing,410.0,4.505474538703493e-06
Dancing,415.0,4.505474538703493e-06
Dancing,420.0,4.505474538703493e-06
Dancing,425.0,4.505474538703493e-06
Dancing,430.0,4.505474538703493e-06
Dancing,435.0,4.505474538703493e-06
Dancing,440.0,4.505474538703493e-06
Dancing,445.0,4.505474538703493e-06
Dancing,450.0,4.505474538703493e-06
Dancing,455.0,1.9271226842844034e-06
Dancing,460.0,1.9271226842844034e-06
Dancing,465.0,1.9271226842844034e-06
Dancing,470.0,1.9271226842844034e-06
Dancing,475.0,1.9271226842844034e-06
Dancing,480.0,1.9271226842844034e-06
Dancing,485.0,0.0
Dancing,490.0,0.0
Dancing,495.0,2.0173589399903014e-05
Dancing,500.0,2.2870541843594023e-05
Dancing,505.0,2.2870541843594023e-05
Dancing,510.0,2.2870541843594023e-05
Dancing,515.0,2.2870541843594023e-05
Dancing,520.0,2.2870541843594023e-05
Dancing,525.0,2.2870541843594023e-05
Dancing,530.0,2.925333780549881e-05
Dancing,535.0,2.925333780549881e-05
Dancing,540.0,3.782169334496429e-05
Dancing,545.0,4.243386331005642e-05
Dancing,550.0,5.048888844379948e-05
Dancing,555.0,6.166495201952949e-05
Dancing,560.0,5.7111020563336694e-05
Dancing,565.0,6.983489922534783e-05
Dancing,570.0,6.983489922534783e-05
Dancing,575.0,7.38887489047864e-05
Dancing,580.0,6.583372377104335e-05
Dancing,585.0,8.762401972384799e-05
Dancing,590.0,8.762401972384799e-05
Dancing,595.0,8.762401972384799e-05
Dancing,600.0,9.73582914678886e-05
Dancing,605.0,7.835329028707977e-05
Dancing,610.0,8.767792421642238e-05
Dancing,615.0,7.205826627271215e-05
Dancing,620.0,6.357915514067314e-05
Dancing,625.0,7.291807403696326e-05
Dancing,630.0,8.758007583449378e-05
Dancing,635.0,8.611678064786558e-05
Dancing,640.0,8.611678064786558e-05
Dancing,645.0,7.44754215021344e-05
Dancing,650.0,7.808575187177022e-05
Dancing,655.0,7.808575187177022e-05
Dancing,660.0,9.747468336732658e-05
Dancing,665.0,9.747468336732658e-05
Dancing,670.0,9.747468336732658e-05
Dancing,675.0,8.519491019104555e-05
Dancing,680.0,8.0538645405073e-05
Dancing,685.0,8.420222389064599e-05
Dancing,690.0,8.420222389064599e-05
Dancing,695.0,5.515668018633094e-05
Dancing,700.0,6.307020789177257e-05
Dancing,705.0,5.82306815201855e-05
Dancing,710.0,5.82306815201855e-05
Dancing,715.0,5.82306815201855e-05
Dancing,720.0,6.747825788533321e-05
Dancing,725.0,4.765057195315578e-05
Dancing,730.0,5.025868803104637e-05
Dancing,735.0,4.71846866971918e-05
Dancing,740.0,5.8121668592862634e-05
Dancing,745.0,5.8121668592862634e-05
Dancing,750.0,5.829536094421444e-05
Dancing,755.0,5.829536094421444e-05
Dancing,760.0,6.917647097241706e-05
Dancing,765.0,6.917647097241706e-05
Dancing,770.0,7.186405337635958e-05
Dancing,775.0,6.322384653284416e-05
Dancing,780.0,0.00011581235133515901
Dancing,785.0,0.0001307502094546085
Dancing,790.0,0.00012814209337671793
Dancing,795.0,0.00012814209337671793
Dancing,800.0,0.00012667648507669988
Dancing,805.0,0.00012667648507669988
Dancing,810.0,0.00012667648507669988
Dancing,815.0,0.00011385619890233
Dancing,820.0,0.00011385619890233
Dancing,825.0,0.00011385619890233
Dancing,830.0,0.00011586354783535056
Dancing,835.0,0.00011586354783535056
Dancing,840.0,0.00012114067384188151
Dancing,845.0,7.304227050031984e-05
Dancing,850.0,8.395606159148862e-05
Dancing,855.0,9.267085317919411e-05
Dancing,860.0,0.00011627584186940788
Dancing,865.0,0.00011101109751307842
Dancing,870.0,0.000151143141849976
Dancing,875.0,0.00014471439338090616
Dancing,880.0,0.00014471439338090616
Dancing,885.0,0.0001885898370430135
Dancing,890.0,0.0001885898370430135
Dancing,895.0,0.000182238676153498
Dancing,900.0,0.00018472596189206972
Dancing,905.0,0.00016432084528599728
Dancing,910.0,0.00016654687381777416
Dancing,915.0,0.00016654687381777416
Dancing,920.0,0.00017777898739527363
Dancing,925.0,0.0001876070867755857
Dancing,930.0,0.0002099744097482037
Dancing,935.0,0.00019220188118747875
Dancing,940.0,0.00019220188118747875
Dancing,945.0,0.00018607004398823248
Dancing,950.0,0.00018876434109007305
Dancing,955.0,0.00018876434109007305
Dancing,960.0,0.0002050782463214109
Dancing,965.0,0.00017415075672213258
Dancing,970.0,0.00017415075672213258
Dancing,975.0,0.00017415075672213258
Dancing,980.0,0.00018295394504369298
Dancing,985.0,0.0001854188314907664
Dancing,990.0,0.00019249642757088897
Dancing,995.0,0.00016862818621870255
Dancing,1000.0,0.00017529608744605034
Dancing,1005.0,0.00017529608744605034
Dancing,1010.0,0.0001336165579662079
Dancing,1015.0,0.00014776758897937616
Dancing,1020.0,0.00016691144014421583
Dancing,1025.0,0.0001624184543117963
Dancing,1030.0,0.0001879799429283529
Dancing,1035.0,0.0002146863305344616
Dancing,1040.0,0.0002306923038620368
Dancing,1045.0,0.00023448606780902627
Dancing,1050.0,0.0002359078533159146
Dancing,1055.0,0.00019675900677597016
Dancing,1060.0,0.0002181433381662201
Dancing,1065.0,0.00023662712978913373
Dancing,1070.0,0.00022863977024211522
Dancing,1075.0,0.00023972048633620543
Dancing,1080.0,0.0002536909927139348
Dancing,1085.0,0.00021702875974076522
Dancing,1090.0,0.00023737327207401602
Dancing,1095.0,0.00021224390743703432
Dancing,1100.0,0.00023769539943882108
Dancing,1105.0,0.0002393554373798834
Dancing,1110.0,0.0002616495769899818
Dancing,1115.0,0.00029334811696350954
Dancing,1120.0,0.00031928592877039137
Dancing,1125.0,0.0003371894632633293
Dancing,1130.0,0.00033576289445557284
Dancing,1135.0,0.00033824730196504044
Dancing,1140.0,0.0004030198419705478
Dancing,1145.0,0.0003780472908017411
Dancing,1150.0,0.0003686097951911576
Dancing,1155.0,0.00040834805215613456
Dancing,1160.0,0.00040151347162834986
Dancing,1165.0,0.0004192433567678708
Dancing,1170.0,0.0004890049445144036
Dancing,1175.0,0.0004773640565909373
Dancing,1180.0,0.0004921231600103453
Dancing,1185.0,0.0004861962597433915
Dancing,1190.0,0.0004915924540514239
Dancing,1195.0,0.0005059525796339259
Dancing,1200.0,0.000551869334454975
Dancing,1205.0,0.0005265912232888901
Dancing,1210.0,0.0005538101682154037
Dancing,1215.0,0.0005563077269503545
Dancing,1220.0,0.0005866690864350074
Dancing,1225.0,0.0005941556481580311
Dancing,1230.0,0.0006492671103121238
Dancing,1235.0,0.000602291628750384
Dancing,1240.0,0.0005952649194098207
Dancing,1245.0,0.0006217137535985867
Dancing,1250.0,0.0006198389818651676
Dancing,1255.0,0.0006221370797619494
Dancing,1260.0,0.0006762006488999002
Dancing,1265.0,0.0006122321843150866
Dancing,1270.0,0.0006149961082359835
Dancing,1275.0,0.0006732658592592342
Dancing,1280.0,0.0006914013536579669
Dancing,1285.0,0.0006987064456684952
Dancing,1290.0,0.0007454663110149553
Dancing,1295.0,0.0006686162601184138
Dancing,1300.0,0.0006567790645094126
Dancing,1305.0,0.0006658705932961299
Dancing,1310.0,0.00069106909246969
Dancing,1315.0,0.0006959055670409178
Dancing,1320.0,0.0007188595308450624
Dancing,1325.0,0.0006429582574599211
Dancing,1330.0,0.0006600300951853621
Dancing,1335.0,0.0006543072947072357
Dancing,1340.0,0.0006876312557742853
Dancing,1345.0,0.000682273292948344
Dancing,1350.0,0.0007111623224150098
Dancing,1355.0,0.0006618910837114077
Dancing,1360.0,0.0006739115144052553
Dancing,1365.0,0.0007231594754309768
Dancing,1370.0,0.0007185322324959691
Dancing,1375.0,0.000680459326788282
Dancing,1380.0,0.0007194879826928763
Dancing,1385.0,0.0006043014419038225
Dancing,1390.0,0.0005835264877755067
Dancing,1395.0,0.0006004799210349089
Dancing,1400.0,0.0006028948816146392
Dancing,1405.0,0.0005838285846840168
Dancing,1410.0,0.0005938865334735327
Dancing,1415.0,0.0005686182003888223
Dancing,1420.0,0.0005887451545796567
Dancing,1425.0,0.0005935489847677893
Dancing,1430.0,0.0005945092585229378
Dancing,1435.0,0.0006034810145440303
Playing football,0.0,6.617817408407484e-06
Playing football,5.0,6.617817408407484e-06
Playing football,10.0,6.617817408407484e-06
Playing football,15.0,6.617817408407484e-06
Playing football,20.0,6.617817408407484e-06
Playing football,25.0,6.617817408407484e-06
Playing football,30.0,6.617817408407484e-06
Playing football,35.0,6.617817408407484e-06
Playing football,40.0,6.617817408407484e-06
Playing football,45.0,6.617817408407484e-06
Playing football,50.0,6.617817408407484e-06
Playing football,55.0,6.617817408407484e-06
Playing football,60.0,6.617817408407484e-06
Playing football,65.0,6.617817408407484e-06
Playing football,70.0,6.617817408407484e-06
Playing football,75.0,6.617817408407484e-06
Playing football,80.0,6.617817408407484e-06
Playing football,85.0,6.617817408407484e-06
Playing football,90.0,6.617817408407484e-06
Playing football,95.0,6.617817408407484e-06
Playing football,100.0,6.617817408407484e-06
Playing football,105.0,6.617817408407484e-06
Playing football,110.0,6.617817408407484e-06
Playing football,115.0,6.617817408407484e-06
Playing football,120.0,6.617817408407484e-06
Playing football,125.0,0.0
Playing football,130.0,0.0
Playing football,135.0,0.0
Playing football,140.0,0.0
Playing football,145.0,0.0
Playing football,150.0,0.0
Playing football,155.0,0.0
Playing football,160.0,0.0
Playing football,165.0,0.0
Playing football,170.0,0.0
Playing football,175.0,0.0
Playing football,180.0,0.0
Playing football,185.0,0.0
Playing football,190.0,0.0
Playing football,195.0,0.0
Playing football,200.0,0.0
Playing football,205.0,0.0
Playing football,210.0,0.0
Playing football,215.0,0.0
Playing football,220.0,0.0
Playing football,225.0,0.0
Playing football,230.0,0.0
Playing football,235.0,0.0
Playing football,240.0,0.0
Playing football,245.0,0.0
Playing football,250.0,0.0
Playing football,255.0,0.0
Playing football,260.0,0.0
Playing football,265.0,0.0
Playing football,270.0,0.0
Playing football,275.0,0.0
Playing football,280.0,0.0
Playing football,285.0,0.0
Playing football,290.0,0.0
Playing football,295.0,0.0
Playing football,300.0,0.0
Playing football,305.0,0.0
Playing football,310.0,0.0
Playing football,315.0,0.0
Playing football,320.0,0.0
Playing football,325.0,0.0
Playing football,330.0,0.0
Playing football,335.0,0.0
Playing football,340.0,0.0
Playing football,345.0,6.1898168430279926e-06
Playing football,350.0,6.1898168430279926e-06
Playing football,355.0,6.1898168430279926e-06
Playing football,360.0,6.1898168430279926e-06
Playing football,365.0,6.1898168430279926e-06
Playing football,370.0,6.1898168430279926e-06
Playing football,375.0,6.1898168430279926e-06
Playing football,380.0,6.1898168430279926e-06
Playing football,385.0,6.1898168430279926e-06
Playing football,390.0,1.3995462730084353e-05
Playing football,395.0,1.3995462730084353e-05
Playing football,400.0,1.3995462730084353e-05
Playing football,405.0,1.3995462730084353e-05
Playing football,410.0,1.6615327774278787e-05
Playing football,415.0,1.6615327774278787e-05
Playing football,420.0,1.6615327774278787e-05
Playing football,425.0,3.073866899495185e-05
Playing football,430.0,5.0597599508069954e-05
Playing football,435.0,5.437640807133275e-05
Playing football,440.0,4.873107056650066e-05
Playing football,445.0,5.768166107357057e-05
Playing football,450.0,5.5624183568657164e-05
Playing football,455.0,5.5624183568657164e-05
Playing football,460.0,6.755830424475037e-05
Playing football,465.0,6.755830424475037e-05
Playing football,470.0,9.283055979412421e-05
Playing football,475.0,0.00010070266732573104
Playing football,480.0,0.00010393451846573992
Playing football,485.0,9.774470162271192e-05
Playing football,490.0,0.00011573363352417593
Playing football,495.0,0.00011573363352417593
Playing football,500.0,0.00014402142286868908
Playing football,505.0,0.00014402142286868908
Playing football,510.0,0.000148306288166624
Playing football,515.0,0.00015159156116932698
Playing football,520.0,0.00015159156116932698
Playing football,525.0,0.00016886936075742443
Playing football,530.0,0.00016509055219416163
Playing football,535.0,0.0001692679656530592
Playing football,540.0,0.00017335896291562872
Playing football,545.0,0.0001677917544133257
Playing football,550.0,0.00016042067987809172
Playing football,555.0,0.00016042067987809172
Playing football,560.0,0.00015514046065278256
Playing football,565.0,0.00016293693130706033
Playing football,570.0,0.00016293693130706033
Playing football,575.0,0.00016293693130706033
Playing football,580.0,0.00016293693130706033
Playing football,585.0,0.0001613776787701254
Playing football,590.0,0.00016877425108068918
Playing football,595.0,0.00016877425108068918
Playing football,600.0,0.0001731319311874169
Playing football,605.0,0.00015656539115147262
Playing football,610.0,0.00014041922788381712
Playing football,615.0,0.00014041922788381712
Playing football,620.0,0.00014087058861291118
Playing football,625.0,0.00012086581349253362
Playing football,630.0,0.00012871620882208985
Playing football,635.0,0.00012769718672538656
Playing football,640.0,0.00013336757272100534
Playing football,645.0,0.00013887351881883178
Playing football,650.0,0.00013656280629324266
Playing football,655.0,0.00014108285274429518
Playing football,660.0,0.00014901772058802522
Playing football,665.0,9.144672830102134e-05
Playing football,670.0,0.00010428431280780943
Playing football,675.0,0.00010428431280780943
Playing football,680.0,9.489496786411848e-05
Playing football,685.0,8.673444247107214e-05
Playing football,690.0,9.112272569975414e-05
Playing football,695.0,9.352576005638818e-05
Playing football,700.0,0.00010198780978340473
Playing football,705.0,9.929082838192093e-05
Playing football,710.0,9.189425607135708e-05
Playing football,715.0,8.928602065225974e-05
Playing football,720.0,0.00010122014132835292
Playing football,725.0,0.0001057842141545938
Playing football,730.0,0.0001186055682572624
Playing football,735.0,0.00012056048515759788
Playing football,740.0,0.00012572903523622484
Playing football,745.0,0.00012296756483013758
Playing football,750.0,0.00014344365084384238
Playing football,755.0,0.0001745860397336511
Playing football,760.0,0.00017993628065700947
Playing football,765.0,0.00018203098998590563
Playing football,770.0,0.00018644752900030608
Playing football,775.0,0.00020057355364311348
Playing football,780.0,0.0001873920962241325
Playing football,785.0,0.0001787509241208565
Playing football,790.0,0.00018188249354683124
Playing football,795.0,0.00017929723218754423
Playing football,800.0,0.00020680801024003216
Playing football,805.0,0.00020680801024003216
Playing football,810.0,0.0002380642708237949
Playing football,815.0,0.00022952894208579165
Playing football,820.0,0.0002618278631002851
Playing football,825.0,0.00027731588506041144
Playing football,830.0,0.0002831257844367692
Playing football,835.0,0.0002801603414806412
Playing football,840.0,0.0003600047036202227
Playing football,845.0,0.00035450144006702174
Playing football,850.0,0.000367664073165654
Playing football,855.0,0.0003915489696362545
Playing football,860.0,0.0003949354983878409
Playing football,865.0,0.0004159009316122535
Playing football,870.0,0.0004790057291487915
Playing football,875.0,0.0005060678360368819
Playing football,880.0,0.0005243918999846526
Playing football,885.0,0.000566355128083214
Playing football,890.0,0.0005580307235205454
Playing football,895.0,0.0005896561547198077
Playing football,900.0,0.0006510379820114211
Playing football,905.0,0.0006285932618786742
Playing football,910.0,0.0006435502312638743
Playing football,915.0,0.0006707618533788408
Playing football,920.0,0.0006566229354981588
Playing football,925.0,0.0006649592697939593
Playing football,930.0,0.0007266747013889307
Playing football,935.0,0.0006709501308051747
Playing football,940.0,0.0006982853991854344
Playing football,945.0,0.0007543688322879562
Playing football,950.0,0.0007543688322879562
Playing football,955.0,0.0007543688322879562
Playing football,960.0,0.0008904040433912328
Playing football,965.0,0.0008652276179533793
Playing football,970.0,0.0008600564265730437
Playing football,975.0,0.0008939116622247647
Playing football,980.0,0.0009114618396896076
Playing football,985.0,0.0009114618396896076
Playing football,990.0,0.0009621823553755881
Playing football,995.0,0.0009200205391214319
Playing football,1000.0,0.0009137214443434012
Playing football,1005.0,0.0008935092041876672
Playing football,1010.0,0.0009072676342209117
Playing football,1015.0,0.0009116810949341848
Playing football,1020.0,0.0009666796690817703
Playing football,1025.0,0.0007238600091921724
Playing football,1030.0,0.0007205407063953653
Playing football,1035.0,0.0007256674414211643
Playing football,1040.0,0.0007290263848038117
Playing football,1045.0,0.0007566795465685629
Playing football,1050.0,0.0008010219600876016
Playing football,1055.0,0.0007268094200611863
Playing football,1060.0,0.0007510860005149383
Playing football,1065.0,0.0007087406243221509
Playing football,1070.0,0.0007013504034208116
Playing football,1075.0,0.0007057590992609028
Playing football,1080.0,0.0007453307866140522
Playing football,1085.0,0.0006350191172009889
Playing football,1090.0,0.0006296918310322459
Playing football,1095.0,0.0006486331882494963
Playing football,1100.0,0.0006020981757767157
Playing football,1105.0,0.0005719960727786266
Playing football,1110.0,0.0005899895168307169
Playing football,1115.0,0.0004502887230116006
Playing football,1120.0,0.0004228496190063702
Playing football,1125.0,0.0004222256803621933
Playing football,1130.0,0.0004223181952451904
Playing football,1135.0,0.0004096678842945853
Playing football,1140.0,0.0004148139894512524
Playing football,1145.0,0.00033768810926006513
Playing football,1150.0,0.00033092953065330086
Playing football,1155.0,0.00035628953708999886
Playing football,1160.0,0.00035765714783157987
Playing football,1165.0,0.0003660107953774493
Playing football,1170.0,0.0003783153643219616
Playing football,1175.0,0.0003641974864715333
Playing football,1180.0,0.00035301031977603016
Playing football,1185.0,0.00035739860300471217
Playing football,1190.0,0.0003550490221010917
Playing football,1195.0,0.0003380253499601941
Playing football,1200.0,0.00034384254582283286
Playing football,1205.0,0.00028079009783314583
Playing football,1210.0,0.00028543938817859383
Playing football,1215.0,0.000280518830005125
Playing football,1220.0,0.0002491040123430561
Playing football,1225.0,0.00024478856410587097
Playing football,1230.0,0.00024478856410587097
Playing football,1235.0,0.0002555428916520676
Playing football,1240.0,0.00025325642294162843
Playing football,1245.0,0.00025325642294162843
Playing football,1250.0,0.00025325642294162843
Playing football,1255.0,0.00025325642294162843
Playing football,1260.0,0.00024298956912469527
Playing football,1265.0,0.00017409064824182438
Playing football,1270.0,0.00017409064824182438
Playing football,1275.0,0.00017409064824182438
Playing football,1280.0,0.00015794448497416885
Playing football,1285.0,0.00014855514003047788
Playing football,1290.0,0.00014855514003047788
Playing football,1295.0,9.46464371685122e-05
Playing football,1300.0,8.33265727036885e-05
Playing football,1305.0,8.064909920196574e-05
Playing football,1310.0,8.064909920196574e-05
Playing football,1315.0,8.064909920196574e-05
Playing football,1320.0,8.064909920196574e-05
Playing football,1325.0,3.923068038493639e-05
Playing football,1330.0,3.923068038493639e-05
Playing football,1335.0,3.923068038493639e-05
Playing football,1340.0,4.584849779334387e-05
Playing football,1345.0,4.584849779334387e-05
Playing football,1350.0,4.584849779334387e-05
Playing football,1355.0,4.584849779334387e-05
Playing football,1360.0,4.584849779334387e-05
Playing football,1365.0,4.584849779334387e-05
Playing football,1370.0,4.584849779334387e-05
Playing football,1375.0,4.584849779334387e-05
Playing football,1380.0,4.584849779334387e-05
Playing football,1385.0,3.969990192963643e-05
Playing football,1390.0,3.969990192963643e-05
Playing football,1395.0,3.969990192963643e-05
Playing football,1400.0,3.969990192963643e-05
Playing football,1405.0,3.969990192963643e-05
Playing football,1410.0,3.969990192963643e-05
Playing football,1415.0,6.617817408407484e-06
Playing football,1420.0,6.617817408407484e-06
Playing football,1425.0,6.617817408407484e-06
Playing football,1430.0,6.617817408407484e-06
Playing football,1435.0,6.617817408407484e-06
Rollerblading,0.0,2.5623259098670696e-05
Rollerblading,5.0,1.2811629549335348e-05
Rollerblading,10.0,1.2811629549335348e-05
Rollerblading,15.0,1.2811629549335348e-05
Rollerblading,20.0,1.2811629549335348e-05
Rollerblading,25.0,0.0
Rollerblading,30.0,0.0
Rollerblading,35.0,0.0
Rollerblading,40.0,0.0
Rollerblading,45.0,0.0
Rollerblading,50.0,0.0
Rollerblading,55.0,0.0
Rollerblading,60.0,3.875126569716477e-06
Rollerblading,65.0,3.875126569716477e-06
Rollerblading,70.0,3.875126569716477e-06
Rollerblading,75.0,3.875126569716477e-06
Rollerblading,80.0,3.875126569716477e-06
Rollerblading,85.0,3.875126569716477e-06
Rollerblading,90.0,3.875126569716477e-06
Rollerblading,95.0,3.875126569716477e-06
Rollerblading,100.0,3.875126569716477e-06
Rollerblading,105.0,3.875126569716477e-06
Rollerblading,110.0,0.0
Rollerblading,115.0,0.0
Rollerblading,120.0,0.0
Rollerblading,125.0,0.0
Rollerblading,130.0,0.0
Rollerblading,135.0,0.0
Rollerblading,140.0,8.126152492972566e-06
Rollerblading,145.0,8.126152492972566e-06
Rollerblading,150.0,8.126152492972566e-06
Rollerblading,155.0,8.126152492972566e-06
Rollerblading,160.0,8.126152492972566e-06
Rollerblading,165.0,8.126152492972566e-06
Rollerblading,170.0,8.126152492972566e-06
Rollerblading,175.0,8.126152492972566e-06
Rollerblading,180.0,2.6553838831057652e-05
Rollerblading,185.0,2.6553838831057652e-05
Rollerblading,190.0,2.6553838831057652e-05
Rollerblading,195.0,2.6553838831057652e-05
Rollerblading,200.0,2.6553838831057652e-05
Rollerblading,205.0,2.6553838831057652e-05
Rollerblading,210.0,2.6553838831057652e-05
Rollerblading,215.0,2.6553838831057652e-05
Rollerblading,220.0,2.6553838831057652e-05
Rollerblading,225.0,2.6553838831057652e-05
Rollerblading,230.0,2.6553838831057652e-05
Rollerblading,235.0,2.6553838831057652e-05
Rollerblading,240.0,3.0502498011825206e-05
Rollerblading,245.0,3.0502498011825206e-05
Rollerblading,250.0,3.0502498011825206e-05
Rollerblading,255.0,3.0502498011825206e-05
Rollerblading,260.0,3.0502498011825206e-05
Rollerblading,265.0,2.2376345518852638e-05
Rollerblading,270.0,2.2376345518852638e-05
Rollerblading,275.0,3.948659180767549e-06
Rollerblading,280.0,3.948659180767549e-06
Rollerblading,285.0,3.948659180767549e-06
Rollerblading,290.0,3.948659180767549e-06
Rollerblading,295.0,3.948659180767549e-06
Rollerblading,300.0,3.948659180767549e-06
Rollerblading,305.0,3.948659180767549e-06
Rollerblading,310.0,3.948659180767549e-06
Rollerblading,315.0,3.948659180767549e-06
Rollerblading,320.0,3.948659180767549e-06
Rollerblading,325.0,3.948659180767549e-06
Rollerblading,330.0,3.948659180767549e-06
Rollerblading,335.0,3.948659180767549e-06
Rollerblading,340.0,3.948659180767549e-06
Rollerblading,345.0,1.190500054413466e-05
Rollerblading,350.0,1.190500054413466e-05
Rollerblading,355.0,1.190500054413466e-05
Rollerblading,360.0,1.5391361725212052e-05
Rollerblading,365.0,1.1442702544444501e-05
Rollerblading,370.0,1.1442702544444501e-05
Rollerblading,375.0,1.1442702544444501e-05
Rollerblading,380.0,1.1442702544444501e-05
Rollerblading,385.0,1.272630585155452e-05
Rollerblading,390.0,1.6659663910099342e-05
Rollerblading,395.0,1.6659663910099342e-05
Rollerblading,400.0,1.6659663910099342e-05
Rollerblading,405.0,1.6659663910099342e-05
Rollerblading,410.0,1.6659663910099342e-05
Rollerblading,415.0,1.6659663910099342e-05
Rollerblading,420.0,1.929550400333115e-05
Rollerblading,425.0,1.5809142822253766e-05
Rollerblading,430.0,1.5809142822253766e-05
Rollerblading,435.0,2.03263268393618e-05
Rollerblading,440.0,2.03263268393618e-05
Rollerblading,445.0,2.2209676748522266e-05
Rollerblading,450.0,2.03263268393618e-05
Rollerblading,455.0,2.03263268393618e-05
Rollerblading,460.0,1.7690486746129996e-05
Rollerblading,465.0,1.7690486746129996e-05
Rollerblading,470.0,9.734145382762883e-06
Rollerblading,475.0,9.734145382762883e-06
Rollerblading,480.0,1.7555274036378737e-05
Rollerblading,485.0,2.2545652080855975e-05
Rollerblading,490.0,2.2545652080855975e-05
Rollerblading,495.0,2.2545652080855975e-05
Rollerblading,500.0,2.1262048773745958e-05
Rollerblading,505.0,2.1262048773745958e-05
Rollerblading,510.0,2.1262048773745958e-05
Rollerblading,515.0,1.966589786620004e-05
Rollerblading,520.0,1.966589786620004e-05
Rollerblading,525.0,1.966589786620004e-05
Rollerblading,530.0,2.1464976210718697e-05
Rollerblading,535.0,2.1464976210718697e-05
Rollerblading,540.0,2.539833426926352e-05
Rollerblading,545.0,2.1689812411729668e-05
Rollerblading,550.0,3.145118338479377e-05
Rollerblading,555.0,4.501857183875328e-05
Rollerblading,560.0,4.9073210398668895e-05
Rollerblading,565.0,4.9073210398668895e-05
Rollerblading,570.0,5.5557801777414145e-05
Rollerblading,575.0,5.5557801777414145e-05
Rollerblading,580.0,5.5557801777414145e-05
Rollerblading,585.0,6.687132536311979e-05
Rollerblading,590.0,6.687132536311979e-05
Rollerblading,595.0,6.687132536311979e-05
Rollerblading,600.0,6.0423668332849316e-05
Rollerblading,605.0,5.849813306211661e-05
Rollerblading,610.0,5.849813306211661e-05
Rollerblading,615.0,5.398094904500857e-05
Rollerblading,620.0,6.125132417198483e-05
Rollerblading,625.0,6.125132417198483e-05
Rollerblading,630.0,6.576850818909287e-05
Rollerblading,635.0,6.0902641633657705e-05
Rollerblading,640.0,6.357872603883415e-05
Rollerblading,645.0,6.096856010021565e-05
Rollerblading,650.0,7.40468145781235e-05
Rollerblading,655.0,7.567909340348967e-05
Rollerblading,660.0,8.813377164838533e-05
Rollerblading,665.0,8.645610981911283e-05
Rollerblading,670.0,8.645610981911283e-05
Rollerblading,675.0,9.70491845797447e-05
Rollerblading,680.0,9.70491845797447e-05
Rollerblading,685.0,0.00011129574120885406
Rollerblading,690.0,0.0001129848334687094
Rollerblading,695.0,0.00010586721596389604
Rollerblading,700.0,0.00010071954269887237
Rollerblading,705.0,0.00011278727638604091
Rollerblading,710.0,0.00011278727638604091
Rollerblading,715.0,0.00010483093502267379
Rollerblading,720.0,0.00011758579764549023
Rollerblading,725.0,0.00011126275652781775
Rollerblading,730.0,0.00011126275652781775
Rollerblading,735.0,0.00011126275652781775
Rollerblading,740.0,0.00013144546061238715
Rollerblading,745.0,0.00012831666060441634
Rollerblading,750.0,0.00013459640104673872
Rollerblading,755.0,0.00012049162791382344
Rollerblading,760.0,0.00012177700027882192
Rollerblading,765.0,0.00011161519304910461
Rollerblading,770.0,0.00011660360810623242
Rollerblading,775.0,0.00012180288064802046
Rollerblading,780.0,0.00014409394809955368
Rollerblading,785.0,0.0001322701469614956
Rollerblading,790.0,0.00012691315185233993
Rollerblading,795.0,0.00015870711214074389
Rollerblading,800.0,0.00014612133143765922
Rollerblading,805.0,0.00014317897047493296
Rollerblading,810.0,0.0001635943793825797
Rollerblading,815.0,0.00016073266236281324
Rollerblading,820.0,0.0001591048658527716
Rollerblading,825.0,0.0001591048658527716
Rollerblading,830.0,0.00016047609719596354
Rollerblading,835.0,0.0001609718660166058
Rollerblading,840.0,0.00015963093944235124
Rollerblading,845.0,0.00012356007198398376
Rollerblading,850.0,0.0001590726349518574
Rollerblading,855.0,0.00019179935294967167
Rollerblading,860.0,0.00020838427065394835
Rollerblading,865.0,0.0002127372613532574
Rollerblading,870.0,0.0002280086790231126
Rollerblading,875.0,0.00023781310145900683
Rollerblading,880.0,0.00024372999549227906
Rollerblading,885.0,0.00024646364535704904
Rollerblading,890.0,0.00026034448524558387
Rollerblading,895.0,0.00026622226783086685
Rollerblading,900.0,0.00028950858039867395
Rollerblading,905.0,0.0002893573057665069
Rollerblading,910.0,0.00029672793277221563
Rollerblading,915.0,0.0003123065619110485
Rollerblading,920.0,0.00031002223607727776
Rollerblading,925.0,0.0002832876172556991
Rollerblading,930.0,0.00031842234859549433
Rollerblading,935.0,0.00028506072397009645
Rollerblading,940.0,0.0002771645191673215
Rollerblading,945.0,0.00029120466113919584
Rollerblading,950.0,0.00026822258967283046
Rollerblading,955.0,0.00028029736273618017
Rollerblading,960.0,0.00027711044268300793
Rollerblading,965.0,0.00027536478532367453
Rollerblading,970.0,0.0002861561033789137
Rollerblading,975.0,0.0002666341283755408
Rollerblading,980.0,0.00025849196836570253
Rollerblading,985.0,0.00024495304015702886
Rollerblading,990.0,0.00024495304015702886
Rollerblading,995.0,0.00022710171129948682
Rollerblading,1000.0,0.0002209171779373846
Rollerblading,1005.0,0.0002244066586625064
Rollerblading,1010.0,0.00022817907720615424
Rollerblading,1015.0,0.00022151992474227266
Rollerblading,1020.0,0.00021312868120623805
Rollerblading,1025.0,0.00017700250875113448
